City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Metropolitan_Area
Visakhapatnam,2018-04-21,21.74,83.35,6.69,23.61,17.99,9.78,0.59,8.98,15.06,4.52,7.78,2.59,83.35,Satisfactory,1
Visakhapatnam,2018-04-22,15.93,66.29,12.65,23.5,22.78,8.24,0.34,33.14,12.63,2.95,5.59,1.63,66.29,Satisfactory,1
Visakhapatnam,2018-04-23,26.78,107.32,10.33,30.62,23.51,9.9,0.71,20.4,10.28,6.28,10.17,3.8,107.32,Moderate,1
Visakhapatnam,2018-04-24,29.64,86.19,8.02,35.29,25.25,11.0,0.59,16.03,20.32,4.32,7.96,2.83,86.19,Satisfactory,1
Visakhapatnam,2018-04-25,25.81,87.92,11.32,27.12,22.65,8.44,1.77,18.84,18.82,5.55,12.14,3.62,88.5,Satisfactory,1
Visakhapatnam,2018-04-26,21.97,81.58,12.77,26.51,24.58,8.56,0.52,22.25,12.68,4.77,8.46,2.71,81.58,Satisfactory,1
Visakhapatnam,2018-04-27,16.34,52.24,7.04,18.01,15.3,11.11,0.38,10.65,15.38,3.83,8.56,1.97,52.24,Satisfactory,1
Visakhapatnam,2018-04-28,13.9,54.07,7.84,19.48,16.05,9.87,0.44,13.13,11.69,3.19,6.02,1.96,54.07,Satisfactory,1
Visakhapatnam,2018-04-29,17.59,69.48,9.11,22.83,19.56,9.38,0.44,11.63,13.03,3.36,7.94,1.62,69.48,Satisfactory,1
Visakhapatnam,2018-04-30,14.44,60.54,9.24,21.94,19.32,10.65,0.4,12.1,13.62,3.43,7.07,2.33,60.54,Satisfactory,1
Visakhapatnam,2018-05-01,14.65,58.94,5.99,29.04,20.39,9.81,0.43,4.0,37.8,3.07,6.61,2.22,58.94,Satisfactory,1
Visakhapatnam,2018-05-02,31.6,127.69,15.55,51.33,39.94,11.65,0.61,14.33,25.02,6.29,13.52,4.09,127.69,Moderate,1
Visakhapatnam,2018-05-03,23.95,75.02,16.82,64.59,48.21,7.37,0.69,8.61,38.82,6.87,15.25,5.86,80.73750000000001,Satisfactory,1
Visakhapatnam,2018-05-04,22.42,81.52,8.05,40.78,28.23,9.49,0.46,17.91,23.02,5.37,17.25,3.37,81.52,Satisfactory,1
Visakhapatnam,2018-05-05,18.79,72.55,9.84,25.71,21.68,9.26,0.42,4.96,15.94,3.87,9.6,2.45,72.55,Satisfactory,1
Visakhapatnam,2018-05-06,14.83,77.05,10.29,23.09,20.64,7.75,0.53,11.51,13.08,3.58,7.79,1.85,77.05,Satisfactory,1
Visakhapatnam,2018-05-07,16.6,72.27,12.23,27.91,24.92,8.1,0.52,16.18,14.68,4.06,7.88,2.5,72.27,Satisfactory,1
Visakhapatnam,2018-05-08,19.95,87.8,8.49,27.69,21.76,9.69,0.61,14.62,18.42,4.71,7.99,2.64,87.8,Satisfactory,1
Visakhapatnam,2018-05-09,19.27,81.33,9.64,27.8,22.62,8.11,0.62,6.64,13.05,4.35,8.55,2.72,81.33,Satisfactory,1
Visakhapatnam,2018-05-10,20.57,94.77,12.86,35.37,29.28,9.21,0.53,20.22,13.27,5.88,11.19,2.92,94.77,Satisfactory,1
Visakhapatnam,2018-05-11,9.35,58.97,6.29,23.46,17.59,8.95,0.41,11.06,21.44,3.45,6.63,2.08,58.97,Satisfactory,1
Visakhapatnam,2018-05-12,81.14,64.46,8.78,34.7,25.57,10.15,0.46,8.49,34.93,4.8,9.81,2.39,101.425,Moderate,1
Visakhapatnam,2018-05-13,16.11,71.82,7.45,25.8,19.79,10.66,0.48,8.2,7.76,3.64,5.7,1.73,71.82,Satisfactory,1
Visakhapatnam,2018-05-14,15.15,56.46,13.96,30.57,25.58,8.05,0.46,6.97,15.68,4.41,9.64,3.32,56.46,Satisfactory,1
Visakhapatnam,2018-05-15,25.41,87.91,16.73,46.17,38.16,9.92,0.42,13.34,21.87,5.43,13.4,4.13,87.91,Satisfactory,1
Visakhapatnam,2018-05-16,17.96,78.44,14.68,30.47,28.15,9.42,0.5,16.64,11.08,4.81,10.43,2.86,78.44,Satisfactory,1
Visakhapatnam,2018-05-17,12.0,71.64,11.45,20.48,20.2,10.0,0.55,12.17,10.33,4.39,7.38,2.24,71.64,Satisfactory,1
Visakhapatnam,2018-05-18,20.89,89.72,10.87,38.54,27.36,11.46,0.61,22.45,24.42,4.36,8.58,2.71,89.72,Satisfactory,1
Visakhapatnam,2018-05-19,20.64,84.06,9.32,29.74,23.52,10.08,0.44,9.07,18.33,4.6,8.71,2.45,84.06,Satisfactory,1
Visakhapatnam,2018-05-20,16.73,76.61,5.59,25.98,18.36,12.33,0.32,8.63,10.75,3.11,6.31,1.69,76.61,Satisfactory,1
Visakhapatnam,2018-05-21,19.4,73.38,9.79,28.18,21.87,9.49,0.41,11.28,12.4,5.31,11.44,3.79,73.38,Satisfactory,1
Visakhapatnam,2018-05-22,14.85,66.39,10.0,25.75,21.83,10.05,0.37,4.89,14.19,4.18,12.74,2.07,66.39,Satisfactory,1
Visakhapatnam,2018-05-23,11.81,53.12,7.66,20.44,17.1,9.4,0.37,7.35,11.97,4.17,6.91,1.78,53.12,Satisfactory,1
Visakhapatnam,2018-05-24,13.64,50.59,10.64,22.38,20.56,10.12,0.35,8.21,9.98,3.87,9.89,2.22,50.59,Satisfactory,1
Visakhapatnam,2018-05-25,11.32,39.54,7.05,20.52,16.65,10.89,0.27,5.47,12.88,3.06,14.07,1.12,39.54,Good,1
Visakhapatnam,2018-05-26,13.25,31.62,4.89,13.2,11.0,10.11,0.3,2.76,21.74,2.98,6.81,1.76,31.62,Good,1
Visakhapatnam,2018-05-27,14.42,43.25,6.27,20.85,16.04,10.73,0.35,4.16,17.36,3.12,9.82,1.27,43.25,Good,1
Visakhapatnam,2018-05-28,25.1,76.72,10.74,30.18,24.95,12.93,0.48,13.46,13.69,6.47,15.26,2.56,76.72,Satisfactory,1
Visakhapatnam,2018-05-29,27.11,80.88,6.3,28.35,20.21,11.33,0.39,13.61,22.99,3.86,7.63,2.36,80.88,Satisfactory,1
Visakhapatnam,2018-05-30,37.85,106.22,3.26,27.18,17.11,12.73,0.41,9.87,37.66,4.47,8.17,2.15,106.22,Moderate,1
Visakhapatnam,2018-05-31,34.18,107.24,2.87,20.48,13.24,12.8,0.43,3.51,42.74,3.19,6.31,1.71,107.24,Moderate,1
Visakhapatnam,2018-06-01,39.17,102.24,6.0,33.55,22.91,13.36,0.43,7.38,30.22,3.95,10.88,2.14,102.24,Moderate,1
Visakhapatnam,2018-06-02,30.78,86.36,7.32,35.75,24.94,13.82,0.54,4.75,30.05,4.28,9.91,2.58,86.36,Satisfactory,1
Visakhapatnam,2018-06-03,38.25,121.95,10.15,69.53,45.23,20.09,0.55,13.42,14.32,6.38,13.83,4.47,121.95,Moderate,1
Visakhapatnam,2018-06-04,45.63,89.52,2.96,24.49,15.09,14.62,1.04,3.69,68.27,3.46,7.24,1.65,89.52,Satisfactory,1
Visakhapatnam,2018-06-05,57.79,144.62,6.22,51.13,32.14,11.48,0.51,12.56,40.88,5.85,14.5,3.71,144.62,Moderate,1
Visakhapatnam,2018-06-06,35.24,84.35,6.1,46.12,29.49,10.57,0.5,10.84,42.3,5.24,12.24,3.4,84.35,Satisfactory,1
Visakhapatnam,2018-06-07,28.43,68.43,3.91,27.3,17.03,17.38,0.4,5.92,62.99,3.59,10.01,2.39,68.43,Satisfactory,1
Visakhapatnam,2018-06-08,51.33,124.02,5.8,45.18,28.74,11.15,0.73,17.91,45.15,6.67,11.02,4.2,124.02,Moderate,1
Visakhapatnam,2018-06-09,36.75,83.33,7.13,43.22,28.75,11.47,0.45,15.33,36.89,4.5,11.04,2.92,83.33,Satisfactory,1
Visakhapatnam,2018-06-10,28.69,66.84,7.43,46.76,30.91,11.62,0.41,11.71,32.48,4.06,16.57,1.69,66.84,Satisfactory,1
Visakhapatnam,2018-06-11,30.94,87.54,7.83,44.8,30.2,10.87,0.41,11.93,29.61,4.57,10.77,2.06,87.54,Satisfactory,1
Visakhapatnam,2018-06-12,35.48,100.2,21.41,52.86,42.93,10.19,0.93,15.22,10.92,5.37,14.21,3.89,100.2,Moderate,1
Visakhapatnam,2018-06-13,35.64,136.51,9.51,46.06,32.36,12.77,0.63,19.68,26.85,5.61,10.01,3.07,136.51,Moderate,1
Visakhapatnam,2018-06-14,38.98,148.5,8.86,46.8,32.22,14.31,0.53,18.59,32.99,4.68,10.14,3.34,148.5,Moderate,1
Visakhapatnam,2018-06-15,53.56,188.11,7.4,52.52,33.19,14.28,0.55,26.72,30.34,5.44,9.36,2.82,188.11,Moderate,1
Visakhapatnam,2018-06-16,50.78,173.25,6.21,41.44,27.28,15.95,0.39,21.93,47.03,4.84,11.28,1.81,173.25,Moderate,1
Visakhapatnam,2018-06-19,18.21,78.35,1.66,31.0,16.1,12.94,0.36,4.09,44.01,3.02,6.93,1.57,78.35,Satisfactory,1
Visakhapatnam,2018-06-20,33.71,129.48,1.79,46.23,25.55,13.8,0.46,17.05,33.74,4.66,10.53,3.82,129.48,Moderate,1
Visakhapatnam,2018-06-21,27.7,106.31,1.39,38.37,21.07,12.44,0.35,15.97,27.5,3.55,8.77,2.35,106.31,Moderate,1
Visakhapatnam,2018-06-22,27.05,74.19,1.7,38.98,21.59,12.69,0.46,9.52,26.54,4.28,12.6,3.13,74.19,Satisfactory,1
Visakhapatnam,2018-06-23,26.17,97.3,1.42,36.83,20.54,12.72,0.54,11.83,24.5,4.89,17.57,2.54,97.3,Satisfactory,1
Visakhapatnam,2018-06-24,30.25,95.68,1.34,35.29,19.72,12.73,0.46,18.1,33.16,3.35,6.23,2.01,95.68,Satisfactory,1
Visakhapatnam,2018-06-25,30.0,113.06,1.08,35.52,19.41,11.41,0.43,10.95,40.09,4.61,11.95,3.44,113.06,Moderate,1
Visakhapatnam,2018-06-26,27.27,101.23,2.4,45.97,25.39,10.38,0.57,10.33,23.03,5.53,13.75,4.36,101.23,Moderate,1
Visakhapatnam,2018-06-27,33.04,113.38,2.63,41.73,23.17,10.05,0.56,18.17,13.23,5.99,13.04,4.88,113.38,Moderate,1
Visakhapatnam,2018-06-28,27.29,70.27,1.92,38.39,21.26,8.61,0.45,17.86,16.53,4.77,12.89,3.46,70.27,Satisfactory,1
Visakhapatnam,2018-06-29,32.92,84.65,1.9,44.95,24.58,9.62,0.7,11.38,12.07,6.03,16.2,4.8,84.65,Satisfactory,1
Visakhapatnam,2018-06-30,33.78,79.51,1.56,36.11,20.18,12.56,0.43,12.05,24.91,4.69,18.09,3.13,79.51,Satisfactory,1
Visakhapatnam,2018-07-01,32.22,91.28,1.51,37.53,20.92,10.45,0.56,13.1,21.67,4.77,13.21,3.78,91.28,Satisfactory,1
Visakhapatnam,2018-07-02,31.92,79.9,1.43,34.59,19.33,11.96,0.48,15.3,20.82,3.84,11.58,2.67,79.9,Satisfactory,1
Visakhapatnam,2018-07-03,38.8,86.26,2.42,44.72,25.19,11.77,0.5,13.39,18.01,4.59,15.15,4.1,86.26,Satisfactory,1
Visakhapatnam,2018-07-04,33.39,102.52,2.81,45.59,26.38,11.74,0.45,15.11,22.69,4.95,13.76,3.88,102.52,Moderate,1
Visakhapatnam,2018-07-05,24.36,91.04,2.81,41.02,23.76,9.97,0.43,10.52,16.46,4.87,12.41,3.92,91.04,Satisfactory,1
Visakhapatnam,2018-07-06,27.25,71.62,11.52,41.73,31.19,10.3,0.54,12.32,16.69,5.05,12.85,4.39,71.62,Satisfactory,1
Visakhapatnam,2018-07-07,35.14,101.2,12.11,42.5,32.46,9.88,0.58,22.36,14.14,6.26,13.0,4.28,101.2,Moderate,1
Visakhapatnam,2018-07-08,33.26,80.16,9.85,37.76,28.08,10.5,0.5,10.86,17.08,4.77,12.63,2.66,80.16,Satisfactory,1
Visakhapatnam,2018-07-09,34.32,88.43,9.08,41.61,29.51,10.21,0.49,17.0,20.19,4.67,13.24,3.21,88.43,Satisfactory,1
Visakhapatnam,2018-07-10,30.08,82.39,10.04,38.24,28.5,10.28,0.47,25.43,17.19,4.23,10.35,3.3,82.39,Satisfactory,1
Visakhapatnam,2018-07-11,31.55,84.57,22.42,43.01,41.13,13.34,0.4,27.6,9.27,5.11,10.75,4.14,84.57,Satisfactory,1
Visakhapatnam,2018-07-12,25.83,70.56,19.44,43.68,38.33,16.21,0.85,30.88,9.06,5.31,11.93,5.21,70.56,Satisfactory,1
Visakhapatnam,2018-07-13,28.16,82.2,14.49,36.77,31.34,11.59,0.45,19.09,12.36,4.54,11.07,3.81,82.2,Satisfactory,1
Visakhapatnam,2018-07-14,36.57,84.99,16.34,37.66,33.32,9.84,0.54,2.72,7.93,5.02,13.48,4.64,84.99,Satisfactory,1
Visakhapatnam,2018-07-15,21.84,49.03,14.0,35.28,30.14,6.86,0.42,3.69,5.98,4.51,11.37,3.64,49.03,Good,1
Visakhapatnam,2018-07-16,28.49,99.19,12.1,33.71,27.76,15.54,0.52,14.09,9.15,4.64,10.13,3.96,99.19,Satisfactory,1
Visakhapatnam,2018-07-17,22.82,74.76,12.19,33.08,26.54,17.79,0.37,13.4,12.67,4.46,12.46,3.48,74.76,Satisfactory,1
Visakhapatnam,2018-07-18,29.86,82.04,12.74,32.84,27.82,12.91,0.49,5.17,12.63,4.07,11.87,3.03,82.04,Satisfactory,1
Visakhapatnam,2018-07-19,22.54,58.77,12.38,34.15,28.24,13.19,0.39,6.51,13.41,3.85,14.45,3.19,58.77,Satisfactory,1
Visakhapatnam,2018-07-20,27.9,67.82,24.2,39.37,40.61,9.28,0.55,5.16,7.57,5.45,18.97,4.8,67.82,Satisfactory,1
Visakhapatnam,2018-07-21,27.85,59.59,20.46,39.62,37.7,7.66,0.58,3.7,8.23,5.86,17.52,5.72,59.59,Satisfactory,1
Visakhapatnam,2018-07-22,32.61,91.42,11.81,36.09,28.8,7.27,0.51,10.45,11.48,4.88,12.9,4.27,91.42,Satisfactory,1
Visakhapatnam,2018-07-23,36.78,138.91,10.14,37.23,28.04,10.9,0.72,13.25,17.24,6.49,10.93,3.73,138.91,Moderate,1
Visakhapatnam,2018-07-24,41.99,137.9,9.11,38.59,27.93,11.81,0.58,11.7,18.61,6.29,10.04,3.78,137.9,Moderate,1
Visakhapatnam,2018-07-25,43.56,128.51,10.1,38.15,28.5,10.99,0.66,9.21,16.97,6.23,11.11,3.86,128.51,Moderate,1
Visakhapatnam,2018-07-26,44.48,150.92,11.06,43.93,32.35,8.22,0.59,7.5,14.34,5.61,13.22,4.68,150.92,Moderate,1
Visakhapatnam,2018-07-27,35.02,127.79,10.73,38.7,29.3,8.57,0.55,12.02,13.41,6.52,18.93,3.64,127.79,Moderate,1
Visakhapatnam,2018-07-28,35.58,108.84,8.78,35.59,26.06,9.96,0.53,11.23,19.99,4.71,11.46,3.5,108.84,Moderate,1
Visakhapatnam,2018-07-29,40.33,127.5,9.14,34.26,25.65,8.97,0.45,7.3,17.03,4.11,11.28,2.21,127.5,Moderate,1
Visakhapatnam,2018-07-30,43.0,157.0,15.52,52.68,40.03,9.86,0.99,12.92,14.31,8.42,17.17,7.91,157.0,Moderate,1
Visakhapatnam,2018-07-31,60.0,163.0,12.43,41.18,32.01,9.52,0.45,8.08,11.5,5.04,12.78,3.94,163.0,Moderate,1
Visakhapatnam,2018-08-01,74.62,239.38,7.28,44.96,23.16,10.49,0.54,15.64,7.96,6.09,10.88,3.93,239.38,Poor,1
Visakhapatnam,2018-08-02,40.26,109.01,9.59,34.1,25.94,8.08,0.33,7.57,19.84,3.5,10.82,2.71,109.01,Moderate,1
Visakhapatnam,2018-08-03,52.43,165.01,12.56,40.08,31.53,8.35,0.51,7.34,16.1,4.36,16.14,3.52,165.01,Moderate,1
Visakhapatnam,2018-08-04,53.49,166.88,17.65,46.16,38.91,10.33,0.67,6.51,18.95,6.15,23.18,4.99,166.88,Moderate,1
Visakhapatnam,2018-08-06,48.5,140.55,14.91,45.67,36.42,12.04,0.59,11.38,20.66,7.43,15.77,4.94,140.55,Moderate,1
Visakhapatnam,2018-08-07,45.4,83.09,14.02,34.88,29.95,11.13,0.52,2.45,8.5,5.1,15.44,4.14,83.09,Satisfactory,1
Visakhapatnam,2018-08-08,39.1,82.99,16.86,41.31,35.68,9.07,0.6,5.02,8.57,5.21,13.38,4.84,82.99,Satisfactory,1
Visakhapatnam,2018-08-09,44.7,109.74,11.97,37.98,29.93,10.93,0.61,9.11,13.38,4.69,12.87,3.73,109.74,Moderate,1
Visakhapatnam,2018-08-10,53.32,107.32,17.93,45.44,38.74,12.2,0.64,7.69,11.07,5.74,17.27,3.98,107.32,Moderate,1
Visakhapatnam,2018-08-11,34.35,71.82,20.47,42.32,39.15,8.31,0.6,4.71,6.46,4.96,19.14,4.38,71.82,Satisfactory,1
Visakhapatnam,2018-08-12,21.86,49.71,21.28,42.23,39.76,11.7,0.48,6.46,7.68,3.7,15.56,3.27,52.787499999999994,Satisfactory,1
Visakhapatnam,2018-08-13,35.57,49.8,32.61,46.46,51.23,11.53,0.69,12.14,3.61,6.28,16.15,6.34,58.075,Satisfactory,1
Visakhapatnam,2018-08-14,47.85,82.02,25.81,56.07,50.81,11.82,1.01,12.74,8.25,6.64,18.06,7.4,82.02,Satisfactory,1
Visakhapatnam,2018-08-16,43.39,111.67,13.98,34.25,29.58,11.48,0.86,6.0,11.48,6.26,12.07,5.15,111.67,Moderate,1
Visakhapatnam,2018-08-17,25.69,69.31,12.56,42.03,32.56,35.17,0.53,8.05,9.7,4.41,11.32,3.77,69.31,Satisfactory,1
Visakhapatnam,2018-08-18,32.84,68.96,14.69,43.43,35.14,17.54,0.56,11.58,8.85,4.72,14.15,4.01,68.96,Satisfactory,1
Visakhapatnam,2018-08-19,17.9,52.3,10.04,40.17,29.52,38.77,0.51,14.66,11.03,6.97,33.06,1.59,52.3,Satisfactory,1
Visakhapatnam,2018-08-20,21.84,53.92,15.32,37.9,32.61,23.04,1.05,13.16,14.54,5.19,14.47,5.84,53.92,Satisfactory,1
Visakhapatnam,2018-08-21,20.96,48.4,14.68,32.21,29.07,11.45,0.85,30.0,9.95,3.55,10.94,3.18,48.4,Good,1
Visakhapatnam,2018-08-22,30.03,67.02,12.31,32.93,27.52,10.7,0.88,22.77,13.26,3.98,13.44,3.4,67.02,Satisfactory,1
Visakhapatnam,2018-08-23,31.38,71.25,9.39,31.63,24.45,11.36,0.91,21.64,16.3,3.8,13.78,2.88,71.25,Satisfactory,1
Visakhapatnam,2018-08-25,37.25,93.42,17.48,42.53,36.85,8.85,1.37,2.74,12.11,6.61,18.69,5.85,93.42,Satisfactory,1
Visakhapatnam,2018-08-28,41.97,108.88,13.79,48.76,37.14,12.83,0.9,10.66,29.39,7.33,12.81,5.54,108.88,Moderate,1
Visakhapatnam,2018-08-29,48.18,133.73,10.11,38.12,28.09,9.07,1.11,5.28,16.78,5.92,10.93,4.79,133.73,Moderate,1
Visakhapatnam,2018-08-30,43.89,110.32,6.23,28.8,20.38,8.75,0.84,4.08,25.09,4.33,10.69,3.82,110.32,Moderate,1
Visakhapatnam,2018-08-31,51.3,125.77,31.93,47.77,51.37,8.02,1.36,3.97,14.49,7.65,21.2,6.18,125.77,Moderate,1
Visakhapatnam,2018-09-01,35.33,84.6,30.83,43.2,48.05,6.05,1.13,6.77,9.39,5.39,18.08,6.08,84.6,Satisfactory,1
Visakhapatnam,2018-09-02,39.86,99.71,12.03,37.89,29.94,8.39,1.0,25.01,18.72,4.63,15.94,2.99,99.71,Satisfactory,1
Visakhapatnam,2018-09-03,45.16,104.47,11.0,41.65,31.1,9.71,0.95,31.5,17.51,5.02,14.31,3.61,104.47,Moderate,1
Visakhapatnam,2018-09-04,41.12,101.34,12.18,41.07,31.75,8.39,0.97,3.64,18.32,4.49,14.19,3.87,101.34,Moderate,1
Visakhapatnam,2018-09-05,39.34,91.6,15.02,39.76,33.36,8.29,0.89,5.25,16.05,5.12,17.24,4.39,91.6,Satisfactory,1
Visakhapatnam,2018-09-06,48.18,133.49,18.2,45.56,39.04,8.03,0.93,11.99,11.47,5.14,15.29,4.87,133.49,Moderate,1
Visakhapatnam,2018-09-07,41.28,105.99,16.49,42.57,36.04,7.55,0.96,8.45,13.77,5.44,15.96,4.82,105.99,Moderate,1
Visakhapatnam,2018-09-08,47.03,134.82,10.82,37.44,28.72,8.34,0.88,8.23,27.53,4.66,10.89,3.14,134.82,Moderate,1
Visakhapatnam,2018-09-09,65.02,165.7,13.02,32.44,27.85,9.17,1.03,3.32,36.85,5.38,11.25,3.55,165.7,Moderate,1
Visakhapatnam,2018-09-10,48.09,123.99,9.82,37.19,27.76,8.04,0.95,2.95,21.01,4.87,17.3,3.25,123.99,Moderate,1
Visakhapatnam,2018-09-11,47.34,100.31,15.0,41.09,34.05,8.5,0.98,3.86,16.42,4.83,16.23,4.08,100.31,Moderate,1
Visakhapatnam,2018-09-12,56.6,114.28,9.97,38.93,28.81,9.14,1.01,4.19,14.83,5.24,16.69,4.25,114.28,Moderate,1
Visakhapatnam,2018-09-13,64.77,109.78,5.32,26.21,18.28,8.12,0.86,2.81,21.69,4.44,16.07,2.53,109.78,Moderate,1
Visakhapatnam,2018-09-14,62.18,117.69,12.39,42.52,32.7,9.82,1.13,6.77,17.75,6.18,19.36,4.48,117.69,Moderate,1
Visakhapatnam,2018-09-15,62.22,147.66,18.31,44.38,38.49,10.56,1.03,3.05,28.63,5.87,15.27,6.08,147.66,Moderate,1
Visakhapatnam,2018-09-16,67.61,192.29,10.63,51.88,36.23,11.24,0.95,2.85,26.42,5.55,13.89,5.44,192.29,Moderate,1
Visakhapatnam,2018-09-17,33.98,79.99,9.87,32.51,25.32,8.45,0.91,2.35,22.78,4.5,10.37,3.96,79.99,Satisfactory,1
Visakhapatnam,2018-09-18,41.23,104.04,10.84,40.65,30.44,8.51,1.01,2.47,25.53,5.4,12.87,5.14,104.04,Moderate,1
Visakhapatnam,2018-09-19,47.77,129.97,12.96,43.66,33.75,10.27,0.97,2.73,24.79,5.12,13.07,4.65,129.97,Moderate,1
Visakhapatnam,2018-09-20,71.26,105.67,16.14,51.8,40.68,11.68,1.05,3.22,16.1,5.25,19.84,4.42,105.67,Moderate,1
Visakhapatnam,2018-09-21,37.58,74.29,7.22,35.07,24.52,9.31,0.81,5.38,38.07,3.48,9.36,2.75,74.29,Satisfactory,1
Visakhapatnam,2018-09-22,38.53,71.96,7.7,31.62,23.08,8.99,0.7,2.13,38.9,3.37,10.12,2.73,71.96,Satisfactory,1
Visakhapatnam,2018-09-23,38.46,101.61,17.9,28.05,29.47,6.47,0.45,1.31,40.03,4.26,11.1,3.97,101.61,Moderate,1
Visakhapatnam,2018-09-24,29.18,77.84,15.92,28.82,28.26,6.01,0.51,2.37,15.0,4.06,10.87,2.71,77.84,Satisfactory,1
Visakhapatnam,2018-09-25,28.61,79.11,10.51,31.75,25.44,7.03,0.43,2.01,33.31,4.32,16.88,2.89,79.11,Satisfactory,1
Visakhapatnam,2018-09-26,34.19,104.24,16.91,38.97,34.49,8.2,0.65,3.82,22.36,5.61,11.4,4.23,104.24,Moderate,1
Visakhapatnam,2018-09-27,36.81,92.5,16.21,34.54,31.55,9.9,0.54,4.44,17.16,4.46,10.57,4.6,92.5,Satisfactory,1
Visakhapatnam,2018-09-28,18.71,55.55,14.94,27.41,26.73,13.13,0.18,4.46,11.52,4.68,14.01,2.91,55.55,Satisfactory,1
Visakhapatnam,2018-09-29,28.19,86.03,20.98,26.8,31.31,8.29,0.56,2.81,21.05,4.7,12.99,3.56,86.03,Satisfactory,1
Visakhapatnam,2018-09-30,52.09,119.12,19.75,27.89,30.9,7.62,0.46,3.09,36.61,4.18,10.89,2.39,119.12,Moderate,1
Visakhapatnam,2018-10-01,73.3,125.23,8.21,29.07,22.13,21.52,0.52,3.69,47.84,4.1,9.4,2.68,125.23,Moderate,1
Visakhapatnam,2018-10-02,64.0,137.38,13.61,32.38,27.8,47.68,0.49,4.75,44.3,4.73,10.57,4.5,137.38,Moderate,1
Visakhapatnam,2018-10-04,62.23,141.49,15.72,37.26,32.44,27.72,0.66,3.19,18.47,5.1,11.79,4.11,141.49,Moderate,1
Visakhapatnam,2018-10-05,57.35,154.36,22.65,42.21,40.86,24.63,0.57,3.3,21.5,4.68,11.53,3.98,154.36,Moderate,1
Visakhapatnam,2018-10-06,78.54,181.76,18.59,46.02,39.58,24.65,0.68,3.7,26.83,5.16,12.67,5.1,181.76,Moderate,1
Visakhapatnam,2018-10-07,69.29,155.0,5.47,32.8,21.9,17.76,0.55,3.7,37.8,3.38,7.82,2.67,155.0,Moderate,1
Visakhapatnam,2018-10-08,54.88,122.81,4.5,27.32,18.25,21.39,0.57,3.87,39.34,3.37,7.95,2.22,122.81,Moderate,1
Visakhapatnam,2018-10-09,42.4,126.5,5.03,30.66,20.39,14.7,0.54,3.71,35.3,3.85,9.11,2.6,126.5,Moderate,1
Visakhapatnam,2018-10-10,31.74,93.9,9.86,39.07,28.8,12.68,0.64,8.16,33.84,4.3,10.53,3.41,93.9,Satisfactory,1
Visakhapatnam,2018-10-11,49.33,137.83,14.88,63.88,46.08,14.13,0.96,28.82,22.92,7.92,25.12,5.2,137.83,Moderate,1
Visakhapatnam,2018-10-12,43.88,110.35,10.23,49.84,34.83,12.58,0.69,12.45,29.07,6.08,18.5,3.65,110.35,Moderate,1
Visakhapatnam,2018-10-13,69.73,118.55,6.53,36.05,24.48,15.64,0.53,5.9,50.27,3.81,9.67,2.26,118.55,Moderate,1
Visakhapatnam,2018-10-14,58.04,99.35,14.0,49.77,37.85,12.16,0.61,8.68,37.85,4.62,10.6,3.73,99.35,Satisfactory,1
Visakhapatnam,2018-10-15,49.55,100.07,18.38,51.42,42.3,12.79,0.71,11.62,32.89,5.29,12.87,4.86,100.07,Moderate,1
Visakhapatnam,2018-10-16,40.69,83.99,13.28,29.18,26.32,10.36,0.51,2.9,35.62,3.48,10.58,3.34,83.99,Satisfactory,1
Visakhapatnam,2018-10-17,53.01,89.9,9.11,33.06,25.0,11.6,0.54,4.91,49.86,3.07,8.1,2.59,89.9,Satisfactory,1
Visakhapatnam,2018-10-18,86.27,164.46,22.33,62.09,51.18,12.52,0.8,20.28,66.53,6.24,12.87,5.72,164.46,Moderate,1
Visakhapatnam,2018-10-19,145.0,209.56,9.88,50.73,35.02,13.74,0.78,13.31,66.45,6.57,15.11,4.89,209.56,Poor,1
Visakhapatnam,2018-10-20,69.05,187.53,9.8,45.83,32.34,13.85,0.67,10.09,66.17,5.75,14.48,4.47,187.53,Moderate,1
Visakhapatnam,2018-10-21,99.12,213.95,18.6,56.25,45.03,14.97,0.75,12.67,64.33,5.62,12.76,5.09,213.95,Poor,1
Visakhapatnam,2018-10-22,107.88,250.11,11.74,57.23,39.99,16.5,0.79,14.24,85.98,5.76,12.14,4.12,250.11,Poor,1
Visakhapatnam,2018-10-23,111.32,249.15,20.04,78.4,58.0,16.3,0.97,15.35,59.59,7.05,14.93,5.88,249.15,Poor,1
Visakhapatnam,2018-10-24,90.26,226.33,19.84,63.2,49.75,13.67,1.04,22.56,51.64,7.08,15.38,5.26,226.33,Poor,1
Visakhapatnam,2018-10-25,78.89,198.9,28.48,62.3,56.28,12.4,0.9,13.32,57.29,6.79,14.27,6.04,198.9,Moderate,1
Visakhapatnam,2018-10-26,52.93,123.25,4.02,42.35,25.79,10.93,0.77,6.46,88.11,4.28,9.8,3.33,123.25,Moderate,1
Visakhapatnam,2018-10-27,63.16,208.22,12.52,57.54,40.79,11.09,0.76,11.04,84.77,5.4,11.43,4.8,208.22,Poor,1
Visakhapatnam,2018-10-28,44.31,107.47,3.41,22.51,14.74,10.49,0.61,7.37,128.93,3.12,5.67,1.27,128.93,Moderate,1
